category,text
Positive , Paaaaaa thaliva  Vere level ne
Positive , Thalaiva Pongal Festivel Ku Theater La Marana Kattu kattinga! (By-Fan of Rajni & Sachin Tendulkar)
Positive , @0:36 to 39 vaa thalaivaa nee
Positive , 1 MILLION LIKES FOR TRAILER  WHO IS WAITING?
Positive , Thala intha Mari Padam panunga antha Siva kita povathinga
Positive , Makkal selvan VIJAY SETHUPATHI SEMMA GETHU
Positive , A  YUVAN SHANKAR RAJA MUSICAL
Negative , Ethukku than poganum pola eruku awasam Karthi anna
Positive , Nerkonda paarvai trailer review -
Mixed_feelings , Enuma da evaru china paiyana irukaru.....
Positive , Sema sema sema thala love you...
Positive , Tharu maru. Thalaiva. Love u. Idhu thanda rajini padam
Positive , Ayyo  ayyo  ayyo  ennada  ippadi  thalaivara  ready  pannirukinga
Positive ," Yaarula bigboss abinaya note paninga, sema role lah nadichuruga"
not-Tamil , Style ka badshaaa is back what a style Rajini sir
Positive , Thala super look ....jai thala Jai pavankalyan
Mixed_feelings , Vera level vinoth kalakurayah thala u1 rocks bgm terikudu and oru adi pah marana mass
Mixed_feelings ," Evanavathu Trailer Nalah iruku,Intha frame nalah irukunu solranah paru....Hit Like nu Varanunga Youtube ah da ithu.."
Positive , Ithaiyum mass nu solra oru kootam irukku 🤦‍🤦‍
not-Tamil , N dis is called garibo ka vfx
Positive , MARANA MASS TRAILER BY THALA SOORIYA PUGAZH KEM
Positive , Graphics sari illa nu solrathukune oru gang suthum parunga
not-Tamil , kafi Dino ke baad ye movie main rajni achaa lag raha hai.... look rocking superhit hai
Positive , Pyangram.. Santhosh narayanan Sir ah use pannirukkalam
Mixed_feelings , Oru unmaiya othukitu than aaganum.. Vijay sethupathy lam screen la theriyave ila.. Thalaivar elarayum ninnu saaptutaaru..
Positive , Appadi Ellam nadakaadh... Nadakka koodathu. THALA Love from kerala
Positive , Nee va thala nanga irukom
Positive , Pink movie remake..in tamil...ajith sir masss
Negative , Waiting for kaithi i am Karthi fan
Negative , Gommaaaaaaala Vera LEVEL la irukku daaw sankar Pirichchi Menchitteeenga
Positive , Thala entry Epdi irukkumnu comment pannunga thala rathangale
Positive , Ippo yenna panna poro....? Hahaha ticket book panna poro
Mixed_feelings , Viswasam 22m aachu ivaru enana 20 m Ku mukkuraru
Positive , Shankar sir thinking massive   vera level sir ninga
Positive , sankar sir fans hit like here
Positive , Supr trailer machha semma mass eriku  I'm from Karnataka
Positive , Mass thalaivaaaa. This is Basha 2
Positive , karthick subburaj anne .... intha padam vetri adaya unagalukku ennudaya valthukkal...
Positive , Last Da oru look la iirukaruda thala
Mixed_feelings , Ippotha magamuni paathu oru kalathule irukke athukulo innona.
Mixed_feelings , Pls 2.o creat youtube records pls pls pls rajini fans
Negative , Kaththi music maari yaarellam feel panringa .........?
Positive , தலைவா....ur great...no words to say...loveeeeeeee you so much thalaivaaaaaa
Positive , Yov... yennaya panni vachirukkingge... vere level trailer...
Positive , padam vetri pera Vazthukal
Mixed_feelings , Enna Vida Yaarum Ajith Sir Mass ah Music Panna Mudiyathu Da nu   Yuvan sir Kaattittaaru la
Positive , 24 hour le 1m like varum v r thala fans
Positive , clg la irundhu idha pakkuravan mattum like here
Positive , Tharumaaru Hit .... Ennamaa iruku Pullarikuthu.....BGM...Vera Level nu solrathu vida #VERITHANAMAN
Negative , Sunni like tha potrundha...but eppo viduvana
Positive , Maranam massu maranam athuku ivar tha varanumvera level
Mixed_feelings , BGM veera level# Yuvan bro..thala Vera level# respect women's
Positive , Ithuve mass  na apo THALAPATHY 64 chumma namma THALAPATHY pirichu meiya poraru
unknown_state , Online la realse pannu da vijay sethupathi un pattadha
unknown_state , Kola gandula irrukan mavene kolama vidamatten
Positive , Yuvan bgm matum than mass ah iruku. Trailer worth illa
Mixed_feelings , 1 year munnadii patha tha therupii potu irrukaga
Negative , Thalaiva ungalku vayasu ellam kidayathu your your the king of tamil cinema
Positive , oh my god 1hr 376 k likes...
Mixed_feelings , Sk Anna vera level come back
not-Tamil , చీకటి గదిలో కత్తి మహేష్ చితక్కొట్టుడు మాములుగా లేదుగా..? click here : @t
not-Tamil , ese subscribe jarur kar lijie
Negative , Yow inta padam eppo vantalum jeikum diwali datelam tevaiya 🤔
Positive , Super star Super star Super star super Super star Super star Super star Super  super Super star
Positive , 0:30 sakthimaan moment in our childwood days
Positive , Super Star Nice Handsome style I like
Positive , Wow mass trailer in sanga tamizhan
Positive , I'm big fan sir I love you
Positive , hindi version dekho ye h link
Negative , Heavyyy  Diwali ath Kaithi kk swantham
Positive ," vera vera vera level... kaali oda full tharishanathukaga waiting,.."
Positive , Sema visual.. But BGM mattum viswasam movie la varadhu pola irukku
Positive , Die HEARTfan of VikramSir ...  FROM Tollywood ....
Positive , Semma Mass chiyan vikram  Anna trending Gehu thalaiva..
Mixed_feelings , Verithanam kaithi vs bigil kandippa rendum Blockbuster hit
not-Tamil , Kuch samhj to nahi aaya but rajni did not needs any luggange he always rocks
Positive , 13 Million views soon...
Positive , Thala thala tha masss pangam pannitinga thala
Positive , Yendaaa ippdi kevalamaa kaase selav panreenga... Nallaa oru movie edthiruklaame... Ethooo mokka padam matiri irukk
Positive , N' tym n tym n tym
Mixed_feelings , Iths Comment polling stop pannuga daaa...!
Positive , Aiyooo.... Tha pattaaaasu trailer.... Paaaaa.... Indha Manusan...  Thalaivaaaaaaaaaa
Negative , Innime tha tharamana sirapana sambavam pakka porom
Positive , Super mass mass mass mass mass
unknown_state , Athu ennavo enaku  Vikram vetha Maina Yen nabagam varuthunu terila
Positive , Yuvan bgm vere level . pink lam konjom thooram thalli nikkanum.
Positive ," End dialog: You kena tunggu lebih lama lagi, untuk tahu saya... vikram eh Malay language pese veccidinge pa.."
Mixed_feelings ," 81k views , 87k likes namaku mattum than ipti varutho 🤔🤔"
Mixed_feelings , Thalaivar ah Ile senvanna yarukaga na Padam pakanam.....
Positive , 1.55  repeat  mode
Positive , Semma padam Vera level vara podhudhanush&vetri      maran semma combination
Positive , Temple city fans club Madurai thalaaaaaaaaa da
unknown_state , Yaenda potta nayungala yevanda adhu trailer KU dislike potadhu..
Positive , Verah level from Vijay Anna fans
Positive , Action king pullingo like podunga
Positive , Potan da Tamil masala....pink vida hit aga valthukkal
Positive , G. V. Prakash sir theme..
Negative , SK veriyan mattum like poduga
Positive , Thala  looking  mass
Positive , Ennapathi theriyanum naa..nee ennum konjam kaathu erukanum.. That last dialogue from chiyaan
Negative , asuran or parayan?   tamil/dumeel ugly and dirty parayans.
Positive , Sema Sema sema Mass mass mass
Positive , Kavalan vs siratheai  This diwali kaithi vs bigil
Positive , Indha trailera big bossla podanumnu ninaikkaravunga like pannunga
Positive , All men girl ajith sir fan like
Positive , Thalaivar Rajani Sir ! Kerala fans Like Here
not-Tamil , Producer kaun hai Bhai ..Gaya bhains paani mein....
Positive , PANKALIKALA ADICHU THOOKALAMA 1 M LIKES KU BY THALA  MASS SOORIYA
Positive ," Karthik Subburaj, take a bow man."
Positive , Vikram sir neenga Vera level sir
Mixed_feelings , Film making level at it's peak  Shankar
Positive , Kaalaila enthirucha udane nera Inga varavanga oru like potu ponga
Positive , Nirav shah ....  Love u ma dear.....
Negative , Ena da hindi la varuthu title uu
Positive , Style vara level super
Positive , 1:55 to 2:05 enjoy pannuga pa
Negative , Makkalta kaitatu vaangae vivasayatha base panni Padam edukirainga idanala Tamil cinemavukum use illa vivasaigalukum use illa
not-Tamil , Ethra kaalam kayinjhaalum dhanushkk cheruppavum valuppavum ore padathil cheyyaan kazhiyum
Positive , Intha Mari ponnungaluku ellam ipdi than nadakum... Thala : Apdilam Nadakathu.. NADAKKAKOODATHU... Mass moment
Positive , Women's based subject athukavuthu dislike pannathinga da
Positive , Plz all r listen headset... Uvan bgm Vera level
Positive , Point Blank remake hope for better delivery
Negative , Innume 1 million like varalla  hahh  fans  Power avalave Thana ..mokka vai savdal poda vidda potham
Positive , Kolaaa masss.   Just nailed NKP trailer
Positive , All superstar mass fans hit like
Positive , Simple..... Life all time favorite thalaaaaaaaaaa
unknown_state , Iam enjoying..... Movie pakka block buster ..love you super star rajni sir from ANDHRA PRADESH super  Mahesh fan's
Positive , Intha pongaluku kandippa sweet sapuda porommm. . Semmmaaa kola verila iruke irukeee thalavrrrrr marana fans hit  likeeeee
Mixed_feelings , Dei ennadaa kadasila fight vechutteenga... Pink padathula action sequence ey illiyedaa
Positive , December 20 semmaiya iruka podhu SK Anna Vera level Vara poraru
Positive , Nejamave indha aaluku Enna vayasu indha mass kaamikuraru.....yeppa great
Positive ," sirappana, tharamana sambavam JAN. 10th NADAKKA IRUKKU. sweet thaan PONGAL Inippu saappida pogiromm"
Positive , Ennada 4days aachi inuom sarkar  trailer ah Ungala beat panna mudiyala
Mixed_feelings , ತುಲ್ ಫಿಲ್ಮ್..ತಮಿಳ್ ಬೋಲಿಮಕ್ಕು ಇದನ್ನು 100cr ಮಾಡ್ತಾರೆ...
Positive , @1:55 thirumba thirumba kekanum pola irukku
unknown_state , VISWASAM trailer paathuttu Inga vanthavanga lam yaaru pa??
Positive , Shivakarhikayan-like Ajith       - comments
Positive , 1 day la thalaiki 300 million like varanum dahh...
Positive , Apidi lam nadakadhu. Nadakavum koodadhu  thala at his best
Positive , Thalaivaaaaa.......... naan marana waiting la irundhen for trailer. Enakku oru pala kedachuruchu............
Positive , p  I   N     K       !!
Positive , Na vijay rasikan.semma thala u choose story
Mixed_feelings , thalaiva unaku epadhan vayasu agum ?
Positive , Asuran varudhu ok Ennai nokki payum thotta ennada aachu varuma varadha
Positive , Viswasam 1M likes in 1 day..
Positive , King of kollywood + king of bgm
Positive , En Mass Ennanu Theriyathu Illa.... October Theriyum..Congrats To Sangathamizham Team.....Apram Mukkiyama Enga Anna Vjs Vazhakkam Pola Senjitaru.....
Positive , Marana mass..... Thalaivar Pakka mass.... I'm waiting...
Positive , thala oda verithanamana  fans like panuga na unga kitta pesanum pa
Positive , Trending at #4 - in Malaysia
Positive , Ivaruku vayasu aagala  man of masses for a reason
Positive , Arjun fan club  Sivakarthikeyan fan club
Negative , Kandippa indha padam nalla odadhu.... Idhu Vijay sedhupathi kana padam illa..
Positive , 300 k views in 45 mins !
Positive , Dhanush and vetrimaran! Vera level combo nu soldravanga mattum like pannunga
Positive , Again 1990 rajni sir cute look
Positive , pakka VJS movie and commercial movie super
Positive , thala&yuvan combo  thaara thappata kizhiyaa podhu
Negative , Yepodaa Dec20 Agum....Waiting La Veri yeruthu
Positive , En thalaivi Vidya balan enga da?
Positive , Maaassssssooooooooo maaaassss thalaya ipti oru puthu role la paakrapa as a thala fan romba happy ah erukku
Positive , thoothukudi thala fans ellaarum oru like podunga
Positive , rajini sir....romba varusham kaliche romba romba styleish irukaruuu.....ssss.... s..sema..s..stylish...s..super...s..star....
Positive ," I'm Big Fan of Sethupathi in Karnataka , Love u makkal Selvan"
Positive , Hey Therikaaa Epha Evalo naal aachu Intha words ah kettu
Positive , Vera Level AK VA Pakka porom  Waiting
Positive , Love from ..... Uttar Pradesh
Positive , Thalada Thalaya Minja Tamil Naatla Veara Ewanda 🤔??????????
Positive , Thala ya massa paka vandhavanga oru like
Positive , I am vijay sir fan    I like ajith sir
Positive , vara level isai puyal A.R.RAHMAN bgm
unknown_state , Nera Viswasam trailer pathutu yar lam Inga varinga
Negative , Ben 10 paartha maathiri irukku pa
Positive , #bgm king yuvan vera level bgm...
Positive , Yarellam krish and batman'a indha trailerla pathinga...Hit like
unknown_state , Anyone after darbar motion poster lile it 🤘🤘🤘🤘🤘🤘🤘🤘
Positive , vj stp kagatha padam pakkah porom.
Negative ," Sivaji - Bhajii Sapdu Petta - Sweet Sapdu  Serious scenes,  Same Modulation"
Positive , Epa ena acting da karthi kola mass
Positive , Vetrimaranivanukku mattum eppadi daa intha mathiri bgm kedakkurathu Hats off
Positive , Oru raksha ella vere level
Positive , Look like remake of pink movie
Positive , Evalo vaatti paarthalum 11M views mela earamatinga they
Negative , How many beggers are here asking for likes?
Positive , Soooooooooooper movie family film payappadaama kudumpathoda parkkkalam
Positive ," Old Rajnikanth , awesome style and dailogue deliver ."
Positive , YouTube pakkam Vanthale Asuran trailer pakkama poga mattennu soltravanga Mattum
Positive , rajini fan from andhra.... universal hero ....
Positive , vera level dhanush sir.. Vetri maran sir...
Negative , Pakurathuku munaadiye dislike poduraanuga thalaivan U1 kaga
Positive , Adaadadadaaa Ennaamaaa iruku daa trailer Ayyo thalaivaaa thalaivaaa..... mudiyala pongadaa dai pongadaa..... I love you thalaivaaa ummaaaa
Positive , Sema   trailer
Positive , Thala thala THALA NER KONDA PAAVAri MANRAN MASS
Positive , candle anaiyara scene sollum RAJINI MASS na enanu .... adu thoda evanum porakala .......................
not-Tamil , Movie kab release hogi uska date fix batao
Positive , Bgm semma ya irruku nu solravunga like podunga
Positive ," V for Versatile , V for vikram"
Positive , Oruthar mela viswasam katta innoruthara yen kayapaduthringa love u Thala
Mixed_feelings , Ipppaaaaaaaaa sema lateta vanthalum tharama iruku.......
not-Tamil , Yevarnna plZzz valla son ki dhanush yemantaado cheptaara plzzz
Positive , Thambi viswasam varuthu wait pannu overa adatha
Positive , Namma kitta kaadu irundha edupaanunga Namma kitta Ruba irundha pudingipaanunga ana padipa mattum pudunga mudiyaadhuthis dialogue
Positive , apdila nadakaathu .....nadaka kudathu ...love u ajith sir
Positive , Rajni sirkaha 100 times parkalam.. Worth watching
Positive , suyama sindhika therinja ellaruma HERO dan
unknown_state , Asuran Madri ini oru padam varathunga hands up
not-Tamil , Generally bap se beta sawai....lekin yaha  Bete(aditya varma)se bap sawai.......
Positive , Chiyan sir ur look like Young guy....
Negative , No exit....  Ha ha ha
Positive , Super 805k likes Night kulla 12 million views thandanum THALA bloods....
Positive , Chance illa Anna pakka acting... Salt and pepper look
Mixed_feelings , Thalaaaaaaaaaaaa daaaaaaaaaa thalaaaaaaa daaaaaaaaaa veriyan daaaaaaaaaa
not-Tamil , AKSHAY AMIR aur SHAHRUKH ki latest movies main se aapko kiska trailer JABARDAST lga
Positive , Unga cell phone ne vittilae vechittu 2.0 padam pakka ponge
Positive , Padam vera level la iruku polaye
Mixed_feelings , Who loves akshay kumar $rajnikanth sir
Positive , Intro dialogue vsp Anna Ku Correct Aana dialogue
not-Tamil , all india kicha sudeep fanz likr
Positive , Thala Neega wait Thala wait wait
Positive , Parvaiyee Vera level la iruke....N K P...
Mixed_feelings , Hollywood padatha yaar Tamil la dubbing pannathu
Mixed_feelings , Vera leval terailar mass      sivakkarthigayan mass bro
Positive , Vetrimaaran dhanush deam vera leval
Negative , super super  amazing  stars
Positive , karthik super Thalivar marana mass waiting
Negative , Mute seidhu paarungal..pongal trailerai kondadungal..tharumaaru thalaivar
Positive , Ummmmmmmaaa thala....... no words to say dear role model....
Positive , Really sema energetic thalaivaaa... aaduvom paaduvom kondaaduvom this pongal...
Positive , Ilaya super star dhanush sir maari mudiyuma
Positive , Vera level Rajini sir Awesome vijay sedhubathy sir ultimate
Mixed_feelings , Dislike ethuku da poduriga . Teast ellatha people...
