category,text
Positive , Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan
Negative , thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....
unknown_state , Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode
Positive , Tovino nte speech uff vere level mass
Positive , Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%
Positive , Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi
Negative , Poi chav Madura raja illalpo oruthnm thalla pokkula
Negative , Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'
unknown_state , Oru reksheyum illa 200 Kodi club ill kerum ennu orappolavar like adi
Positive , Pwolich ikka love from ettan fan
not-malayalam , Mamangam is November   21.  Waiting
unknown_state , 17 k views 114k likes  YouTube hang aayii makkaleee
Positive , Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie
Positive , Enta ponnooo..... Adaar item.... Ith pwolikkum..
Positive , Eniyum eniyum malayala cinema orupaad uyaragalil ethatte
Negative , Trailer kandale ariyam lalapande adutha padakam....
unknown_state , Thrissur pooram trailer  hidden details
unknown_state , Pettennu 1m akkkuu guyssss ikkaaa fansinte power kanichu kodukk
unknown_state , Against കമ്മീസ്
unknown_state , Eppam samayam 1:20 am 4million views 2:30 am akumbozhelum akumo(saudi time)
Positive , Katta waiting aanu makkale june 16th DERICK ABRAHAM entry
Positive , Vannu nammude mwuth John Abraham Palakal
Mixed_feelings , Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko
unknown_state , 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?
unknown_state , Njagaloke  kandittum verukanilalo  eatta Only reason   LAKETTAN
Negative , Enganey thonnunnadey. I. Trailer Inu dislike adikkan
unknown_state , Ethra peru unde Lalettante  punch dialog eshtapettavar
Positive , #Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu
Positive , Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE
Positive , 30 min 400k view adichu makkale🤩🤩🤩
unknown_state , Padam first day kandittu vannavar arokke ind
unknown_state , Views 17k
Negative , Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.
Positive , All the best ikkaa nalloru padam avatte madura raja
Positive , Ikka.....   unni ettan    Ellarum polichutta
Positive , Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass
Positive , Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan
Positive , 0:30 Theatre ilaki mariyan povunna scene 🤗🤗
unknown_state , video kande comments nokana guyz oru like
Positive , padam vere level aanu  big B ye kaalum mass aanu
not-malayalam , Waiting for Mamaaankam Days
Positive , Trailer kanditu mammooka veendum karayipikum ennu thonunu
unknown_state , ith kandappo pulimurugan ormavannavar like adi
unknown_state , Vinneth aanalle vivek oberoi kku sound koduthath
Positive , ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum
unknown_state , Gym Bossin Vidaa... Ittymaaniydde Margam Kali Ini Troll Lokam Bharikkum
Positive , Wawu..variety ayitt ind.. oru korean movie level..
Positive , lalettan masssda vyara lavala athukum myaley I love you laletta..
Positive , Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king
Positive , Kidilam theme  Padam theatril kandrikum #lalettan fan
Positive , mollywoodin thala uyarthan  mammookkayude vaka puthiya oruitem koodi     mammookka fan like adi
unknown_state , 100 cr aanannu Antony parayaan paranju
Positive , vere level....anne Ikka hatrick adikkummm.......ee  movie katta waiting.....vaishak sir
not-malayalam , I'm a big fan of you Mammookkkaqq
Positive , Polichu katta wait mamooka fans adi   like
not-malayalam , All D best from challenging star D boss kannadiga
Positive , Ente ponnoo ijjathii marana masss
not-malayalam , open for online job for students
unknown_state , 12 Mani kazhn kaanunnvar ivde like
Positive , Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen
unknown_state , Dislikes have no roles# 66k likes mathi
Mixed_feelings , Make up kurach koodiyo enn oru doubt
Positive , Polichu machane Lucifer ellarum kananam .
Positive , I lik both lalettan and ikka  madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu
Positive , Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu
not-malayalam , Hit like yash bosss fannsss form kgf
unknown_state , 2Thavana kuduthal trailer kandavar like adi
unknown_state , 1:34 side ill nikkunnath prithviraj alle
not-malayalam , Mamangam & Kunjaali Marakkaar  MAMMUKKA & LALETTAN FANS Like here V R 1
not-malayalam , Whose here just for Sunny?  Hit like
Mixed_feelings , Trailer kollam pakshe annu blouse undayirunno
Positive , ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan
Positive , Visual treat enu parnja dhe idhan. Mammooka
Mixed_feelings , Nice trailer but manju again
Positive , Njan mathramano e trailer onnil adhikam thavana kandath
not-malayalam , Happy birthday megastar mamookka  once king is always king
Negative , Dislike adiche  jimitttan fans n
Mixed_feelings , ee trailaril ake oru bore ullu.....shajoninte oru shot....pulli kattil appiyidan irickunna oru feel...........
unknown_state , Ee item vache mammal nammude pracharanam thakarkum
unknown_state , Polioru mass film airikumm anullavr like adiku
Negative , oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later
unknown_state , Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???
Positive , Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk
unknown_state , Chennai rohini theataril aareke undagum  fast day
Negative , Olaaaa   oooola  oooole
not-malayalam , Pakka thane pore indha raja yude Aattathe  Madhura veera raja
unknown_state , Katta Murali gopi fanzz adikada like
unknown_state , Iniyum venam kurachum koodi ulla trailer
unknown_state , Chill roomil kudungi ice aaayi ppopya penkuttiyue katha
not-malayalam , SUPEEERRRRRR LAL ETTAN AND PRTHIVIRAJ SUPERB
unknown_state , Ikka polikumen urappullavar like and comment please
Positive , Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu
unknown_state , Watch #OreVidhi #Malayalam #Shortfilm  -
not-malayalam , PTA nhi Bollywood walo ko aise movie banani nhi aate Kya
Positive , Ithu vere level Padam aayirikkum . Enthaayalum Madhura Raja pole valiya oru vijayam aakatte
Negative , Dis like addichavark ende vaka naduviral namaskaram
unknown_state , Likes nd konda korayne??180k indairunu ipo 131k???
Mixed_feelings , Now 5.2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo  Andha bayam irukkanam
Negative , aa dislike  mikkathum  mohan lal fans aayirikkum
Positive , nyz .padam polikkumhikka with akka ishtamh
Positive , Fan fight alla malayaligalkulla abhimanam avattee
Positive , alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘
Negative , Trailer release aakunnathinu munnae 1.3k dislike ooo
Positive , Hype kurakan Samthikoolla alle?   Ijjathi ittems oke irakiyal engane hype illathirikum.
Negative , Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...
Positive , DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............
unknown_state , 27th Character poster.. Aaa suspense + hype inu kodukkanam oru like.
Positive , Padam kandittu  Vannavaradi  Oru kidukaachi Box office Karakkiyadi  Like
not-malayalam , Mammookka did it last  sooper man punj is owsume
not-malayalam , All The Best Ikka & Mamangam Team
Positive , Enna masss  bgm  Gopi sunder BMG's  vere level
Mixed_feelings , Enallum pandu nasirum jayanum filmsintoru feel kittunilla new charithra cinemagalku sheriyalle
unknown_state , 16788 views but 82k likes
unknown_state , Cheriya pulli ala avan  Padiche kalana.. Laleatttannnnnnnnnnn....
not-malayalam , Mass ka Baap   Maduraraja
Positive , Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu
Positive , FDFS  for sure samshayam venda
Positive , Trailer adipoli anne paranjal pora vere levala
not-malayalam , Evg raja ni8 stephen big Ms rulling social media
not-malayalam , Any tamilnadu & telungana  surya fans here????? 🤪🤗🤗
unknown_state , Ippo time 2:34 am... Kannunavar
unknown_state , Tovino ichayante  Police vesham kandapolu eniku mathramano thonniyathu Kasaba Film Mammookkaya pole ichayanu varunu
Positive , Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta
not-malayalam , We have SLR gun  Slr -marksman rifle        Bullet-7.62 8x supported  Pubg daaa
unknown_state , 17k view
Positive , Uff. Oru rakshayumilla. 6 thavana kandu. Pwoli. Ikka mass
not-malayalam , massss ikkkaaaa vaishaakannaaa thanks all the best
unknown_state , Nammal innu ee cinema kandu. Narthe njan lallettean fan ayirunnu ippol njan mammooty fan ayi
not-malayalam , #Mamangam era. Awsome trailer. 1.50 - 1.55 .
Negative , Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum
not-malayalam , All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting
Mixed_feelings , Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum
Positive , Venda kutaaa... Urutaaam.....  Tovino ishtam🥰 Katta waiting
Positive , Katt waiting far lalattan far lusifer
unknown_state , Jayatten muthan nammade mass aanpolikk jayettasupport cheyyumnn ullavar ivide like
Positive , Become an arjun asokaN fan. .. padam kalakki
Positive , Ettante look oru rakshayilla..... Chumma kasarii....
Positive , Keep going mammukka....  katta waiting...
unknown_state , Avalde pooroke adich pottichittundavum Valla kollasangavum 🤣🤣🤣
Mixed_feelings , Chaadi vettal kurach over aayo ennoru doubt
Negative , Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....
not-malayalam , vivek ovaria ka carar barbad Kar diya salman khan ne i het salman
Positive , Love From #Mamookka Fan..Ee padam pwolikkum..#Katta_waiting..Rajuvetta Enta Romam okke enittu ninnu breakdance kalikunnu..
unknown_state , Malayalathile kgf nrachi mari mandristanam ayi athe ullu
Positive , Pakka mass..... Ikkka heavy    Bgm pwolich
Negative , Inganeyumundo pottanmaar... Pramukhanmaar... FAN made aanu hey.... Ha ha
Positive , Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka
unknown_state , Ee Padam hitakkamo ennnariyilla   Pakshe ee Onam oru theatrill full cinemakkala
unknown_state , Ippam ivide ullvar laik adichu poku
Positive , Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil
Positive , Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte
unknown_state , Enikk oru 10 like taroo plz
unknown_state , Marichu veezhumbol Ulla aa nanaja Kai..athile Katti Romam..lalettan thanne aano..I mean double role!!!!!
unknown_state , Trailer varumboyekkum ethu naayinte makkalaa dislike adikene
Positive , Adipoli trailer lalettan faninte ella supportum undakum ikka kiduki
Positive , Laleetanu ikka fansite  Best of luck
not-malayalam , Tamil la yo Dubbing pannunka pulimurugan dubbing panna mathiri
Positive , 1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe
unknown_state , P K Ramdas enna vanmaram vinu pagaram aru...athanu chodiyam?
Positive , Da ikka da mass da ikka ummmaaaa
not-malayalam , SHOOTING LOCATION :  PAYYANUR SUBRAMANI SWAMI TEMPLE
Positive , Ellarm polikkattee.. ikka unnimukundan Prachi tehlan achuthan...fanism marann ellarm e padam kanumenn pratheekshikkunnu
unknown_state , 173k views 173 k like... Pwoli
Positive , ee  vishu lucifer  angu eduthu ennn paranjekkan paranju
not-malayalam , Jimikki kammal cross 99 m views
Positive , Makkalee boxoffice pottitherikkan pokunnu.. katta waiting
unknown_state , Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi
Mixed_feelings , Newton enna hindi cinema orma varunnu
Negative , Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee
unknown_state , Tovino machante katta fans adikk like
Positive , Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka
Positive , Haters noke kurachu kanjii edukatte..  Pakkaa mass
unknown_state , Eee trailer trendingil thanne nilkanam. Orupadu alukalilek ee trailer ethicheranam
Positive , Ithanu njngak ishtamm olla mammooka..padam hit avatte..from an ettan fan
Positive , 0:46   vere level scene
not-malayalam , Die hard  Mohanlal Sir Fan
unknown_state , Ini saakshyam vahikkaan pokunnath... Adiyude idiyude vediyude pooram
Negative , Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale
unknown_state , @1:26 voice over aaraanu ariyuo? Vivek Oberoi kku dub cheythirikkunna voice??
Mixed_feelings , Raju ettan I'll . Raju ettan ilangil or ith indavilla
not-malayalam , King of Malayalam Cinema !!! MEGASTAR MAMMOOKKA
Negative , eee mammunnikk 10 million onnum ethikkaanulla traniyilla
Negative , Dislike adicha thayolikal etha vaaaa...ithu polorennam kandittu dislike adikkan thonniyallo
not-malayalam , WAITING FOR RAJU ETTAN AND LALETTAN CONBO
not-malayalam , #ಕನ್ನಡಿಗ mohanlal sir fan from Karnataka
unknown_state , Ingalu puthu muga director aano Rajuvetan
unknown_state , #L2 Finale Announcement post kand Trailer കാണാൻ വന്നവരുണ്ടോ?!!
unknown_state , Bilal John Kurishinkal  John Abraham Palakkal
unknown_state , മാക്സിമം ഷെയർ cheyyu.... Trailer erangunnathinu munp maximum likes...
unknown_state , Memories + D16 + Great Father + Ganster :P
Negative , aaraadaa dis like adichathe hae .da da da
Negative , Dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar..
Negative , Dislike adikan vendi mathram trailer kanunna kure vanangalu
Positive , Kidu item ikka ith trendigil vannirikum
not-malayalam , See mamangam narrating by mammookka its fabulous this i just feel like   Olu abdunte penna....nta penna
not-malayalam , Marakkar           Like  Mammangam comment:-)
Positive , laletan ennum anganeya pwolichadakkum athan laletan
Positive , Raja 100cr adikkumenn urappullavar like adikk
Positive , Eee onam lalettanum pillerum agu eduthu
Positive , Ettanu njngal vijay fansinde vaka vijayashamsakal
not-malayalam , Adhu ennavo namma Tamizh rasigalukku MAMMOOTTY SIR mattum pidichu pogudhu
Positive , oru rakshayillaaaaaaaaaaa . mass nte extreme
Positive , Heavy Waiting
Positive , Ee role cheyan Lalettan mathrame pattu!
Positive , Goosebumps  kidilan trailer  #FDFS #GAMECHANGEROFMOLLYWOOD
Negative , Kuru pottikkan aarum varanda...ith vere level aan makkale
Positive , alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano
Positive , Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot
unknown_state , 192K views....197k likes
Negative , feels more like a tamil telugu masalappadam.. pokkiriraja comedy aayirunnu highlight.. ithil athum illennu thonunnu... trailer nirashapeduthi...
Positive , Enth parayana ...pwolich adukki Bgm Vera level
Mixed_feelings , Rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam
not-malayalam , for lucifer  3D
Positive , Ikkaye big screenil kaaanaaan katta waiting... Ikka anbe
